username,password,email,firstName,lastName,birthday,about
20130166,20130166,20130166@student.hust.edu.vn,Văn Lại,Sâm,1995-12-09,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130167,20130167,20130167@student.hust.edu.vn,Cấn Thư,Học,1993-06-22,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130168,20130168,20130168@student.hust.edu.vn,Chung Như,Quyên,1993-08-26,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130169,20130169,20130169@student.hust.edu.vn,Khưu Tạ,Quỳnh,1994-05-19,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130170,20130170,20130170@student.hust.edu.vn,Viên Chấn,Giáp,1995-02-20,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130171,20130171,20130171@student.hust.edu.vn,Phương Hoạn,Tri,1995-07-28,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130172,20130172,20130172@student.hust.edu.vn,Hồng Khải,Hiện,1995-04-19,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130173,20130173,20130173@student.hust.edu.vn,Khúc Chiểu,Hoàng,1993-06-25,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130174,20130174,20130174@student.hust.edu.vn,Cung Bính,Luyện,1995-01-09,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130175,20130175,20130175@student.hust.edu.vn,Vương Tuyền,Cương,1995-04-11,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130176,20130176,20130176@student.hust.edu.vn,Đàm Bỉ,Chỉnh,1993-08-17,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130177,20130177,20130177@student.hust.edu.vn,Phương Công,Bính,1995-04-14,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130178,20130178,20130178@student.hust.edu.vn,Chương Thư,San,1994-03-24,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130179,20130179,20130179@student.hust.edu.vn,Biện Địch,Dục,1995-02-16,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130180,20130180,20130180@student.hust.edu.vn,Lư Tống,Ẩn,1995-08-03,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130181,20130181,20130181@student.hust.edu.vn,Uông Phan,La,1993-04-09,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130182,20130182,20130182@student.hust.edu.vn,Khuất Ngân,Thích,1995-01-28,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130183,20130183,20130183@student.hust.edu.vn,Trà Khuất,Vành,1994-09-30,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130184,20130184,20130184@student.hust.edu.vn,Lục Thiệu,Phú,1995-12-10,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130185,20130185,20130185@student.hust.edu.vn,Bạc Cao,Dự,1994-11-29,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130186,20130186,20130186@student.hust.edu.vn,Doãn Đoan,Khuê,1993-03-31,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130187,20130187,20130187@student.hust.edu.vn,Hình Mộng,Tướng,1993-02-25,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130188,20130188,20130188@student.hust.edu.vn,Lô Năm,Trâm,1993-11-02,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130189,20130189,20130189@student.hust.edu.vn,Ma Sương,Mộc,1993-02-19,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130190,20130190,20130190@student.hust.edu.vn,Phương Duyên,Kỳ,1994-02-09,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130191,20130191,20130191@student.hust.edu.vn,Lạc Thừa,Lâm,1994-05-03,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130192,20130192,20130192@student.hust.edu.vn,Khuất Phùng,Giang,1995-12-19,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130193,20130193,20130193@student.hust.edu.vn,Mạc Duy,San,1993-04-09,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130194,20130194,20130194@student.hust.edu.vn,Đổng Lộc,Cảnh,1995-11-18,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130195,20130195,20130195@student.hust.edu.vn,Châu Quan,Đường,1993-09-03,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130196,20130196,20130196@student.hust.edu.vn,Âu Hữu,Lộc,1995-11-29,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130197,20130197,20130197@student.hust.edu.vn,Dư Doãn,Phùng,1995-12-08,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130198,20130198,20130198@student.hust.edu.vn,Vi Quảng,Thành,1994-09-21,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130199,20130199,20130199@student.hust.edu.vn,Đổng Đồng,Âu,1995-12-22,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130200,20130200,20130200@student.hust.edu.vn,Khưu Phỉ,Quyên,1993-07-15,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130201,20130201,20130201@student.hust.edu.vn,Mai Đàm,Bích,1995-03-20,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130202,20130202,20130202@student.hust.edu.vn,Khuất Tuấn,Mạc,1994-06-02,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130203,20130203,20130203@student.hust.edu.vn,Lưu Gia,Tế,1993-03-16,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130204,20130204,20130204@student.hust.edu.vn,Đơn Nhi,Nhiếp,1994-11-30,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130205,20130205,20130205@student.hust.edu.vn,Ông Tuyền,San,1995-03-01,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130206,20130206,20130206@student.hust.edu.vn,Bồ Hợp,Thoại,1995-12-26,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130207,20130207,20130207@student.hust.edu.vn,Yên Thục,Định,1995-07-23,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130208,20130208,20130208@student.hust.edu.vn,Chế Bỉ,Phí,1995-10-16,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130209,20130209,20130209@student.hust.edu.vn,Ánh Tướng,Bằng,1995-04-01,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130210,20130210,20130210@student.hust.edu.vn,Đơn Tăng,Mỹ – Mĩ,1994-07-02,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130211,20130211,20130211@student.hust.edu.vn,Hà Cửu,Hợi,1995-07-02,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130212,20130212,20130212@student.hust.edu.vn,Cát Huyên,San,1994-04-11,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130213,20130213,20130213@student.hust.edu.vn,Chu Hiển,Song,1994-07-06,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130214,20130214,20130214@student.hust.edu.vn,Nhâm Hợi,Dự,1993-06-06,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130215,20130215,20130215@student.hust.edu.vn,Trưng Phong,Vạn,1993-08-30,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130216,20130216,20130216@student.hust.edu.vn,Tông Dũng,Hàn,1994-05-22,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130217,20130217,20130217@student.hust.edu.vn,Âu Đăng,Thành,1993-06-30,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130218,20130218,20130218@student.hust.edu.vn,Từ Hoàn,Lan,1994-12-04,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130219,20130219,20130219@student.hust.edu.vn,Đậu Đậu,Đức,1994-10-08,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130220,20130220,20130220@student.hust.edu.vn,Chương Bảo,Khuất,1995-07-31,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130221,20130221,20130221@student.hust.edu.vn,Khúc Tuyết,Thi,1995-10-14,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130222,20130222,20130222@student.hust.edu.vn,Cái Hiếu,Kiều,1995-08-20,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130223,20130223,20130223@student.hust.edu.vn,Liễu Tiến,Dư,1993-07-08,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130224,20130224,20130224@student.hust.edu.vn,Đào Như,Hào,1993-04-09,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130225,20130225,20130225@student.hust.edu.vn,Đường Đồng,Thiêm,1993-10-21,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130226,20130226,20130226@student.hust.edu.vn,Cung Phương,San,1995-08-10,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130227,20130227,20130227@student.hust.edu.vn,Thôi Giao,Nga,1995-01-11,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130228,20130228,20130228@student.hust.edu.vn,Bành Nguyên,Hải,1993-08-07,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130229,20130229,20130229@student.hust.edu.vn,Bồ Thiền,Hải,1994-05-09,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130230,20130230,20130230@student.hust.edu.vn,Trịnh Nguyên,Pháp,1995-05-13,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130231,20130231,20130231@student.hust.edu.vn,Ân Tường,Lạc,1993-09-10,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130232,20130232,20130232@student.hust.edu.vn,Thạch Lai,Hòa,1993-07-24,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130233,20130233,20130233@student.hust.edu.vn,Trà Nguyễn,Quyền,1994-04-02,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130234,20130234,20130234@student.hust.edu.vn,Cấn Năm,Lê,1994-08-05,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130235,20130235,20130235@student.hust.edu.vn,Văn Sinh,Trường,1993-05-16,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130236,20130236,20130236@student.hust.edu.vn,Khâu Tai,Tư,1994-11-07,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130237,20130237,20130237@student.hust.edu.vn,Trịnh Huỳnh,Bến,1994-11-15,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130238,20130238,20130238@student.hust.edu.vn,Từ Thư,Khóa,1995-10-31,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130239,20130239,20130239@student.hust.edu.vn,Trà Tuyết,Trịnh,1993-10-11,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130240,20130240,20130240@student.hust.edu.vn,Vi Tai,Huấn,1994-12-04,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130241,20130241,20130241@student.hust.edu.vn,Đàm Khái,Điện,1993-09-08,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130242,20130242,20130242@student.hust.edu.vn,Cam Luyến,Hân,1993-05-13,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130243,20130243,20130243@student.hust.edu.vn,Vi Phan,Tuân,1994-08-04,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130244,20130244,20130244@student.hust.edu.vn,Ngụy Ty,Vành,1994-08-20,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130245,20130245,20130245@student.hust.edu.vn,Đậu Bách,Chinh,1994-08-11,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130246,20130246,20130246@student.hust.edu.vn,Đoàn Lực,Thái,1993-01-23,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130247,20130247,20130247@student.hust.edu.vn,Dư Kiên,Minh,1994-06-16,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130248,20130248,20130248@student.hust.edu.vn,Nhậm Thoa,Nam,1995-11-03,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130249,20130249,20130249@student.hust.edu.vn,Kiều Thủy,Chánh,1995-03-22,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130250,20130250,20130250@student.hust.edu.vn,Doãn Công,Tuyền,1995-04-14,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130251,20130251,20130251@student.hust.edu.vn,Đơn Đạt,Sư,1995-06-01,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130252,20130252,20130252@student.hust.edu.vn,Đồng Thoại,Đoàn,1994-01-05,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130253,20130253,20130253@student.hust.edu.vn,Nhâm Lục,Miên,1995-12-14,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130254,20130254,20130254@student.hust.edu.vn,Cấn Đinh,Nghiêm,1993-05-25,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130255,20130255,20130255@student.hust.edu.vn,Khu Tăng,Tuân,1993-10-01,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130256,20130256,20130256@student.hust.edu.vn,La Tổ,Quách,1995-08-01,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130257,20130257,20130257@student.hust.edu.vn,Từ Bằng,Hương,1993-11-25,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130258,20130258,20130258@student.hust.edu.vn,Doãn Phương,Luân,1995-12-08,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130259,20130259,20130259@student.hust.edu.vn,Nhâm Hùng,Thắng,1994-02-10,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130260,20130260,20130260@student.hust.edu.vn,Hồng Quan,An,1995-07-23,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130261,20130261,20130261@student.hust.edu.vn,Đinh Chí,Đôn,1993-12-16,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130262,20130262,20130262@student.hust.edu.vn,Trưng Điệp,Trinh,1994-12-16,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130263,20130263,20130263@student.hust.edu.vn,Bạch Giang,Khanh,1994-06-10,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130264,20130264,20130264@student.hust.edu.vn,Cấn Hoài,Khiêm,1995-11-19,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130265,20130265,20130265@student.hust.edu.vn,Văn Thùy,Cung,1993-10-23,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130266,20130266,20130266@student.hust.edu.vn,Phi Quyên,Bắc,1994-12-09,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130267,20130267,20130267@student.hust.edu.vn,Đậu Tài,Âu,1993-01-09,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130268,20130268,20130268@student.hust.edu.vn,Nhiệm Tào,Hàn,1995-12-01,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130269,20130269,20130269@student.hust.edu.vn,Phí Nữ,Đạt,1993-01-22,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130270,20130270,20130270@student.hust.edu.vn,Hồng Tư,Chân,1994-10-23,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130271,20130271,20130271@student.hust.edu.vn,Nhiệm Thi,Điện,1995-07-08,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130272,20130272,20130272@student.hust.edu.vn,Chung Hùng,Huy,1993-08-31,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130273,20130273,20130273@student.hust.edu.vn,An Khuyên,Luyến,1994-02-23,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130274,20130274,20130274@student.hust.edu.vn,Đường Lân,Tuấn,1995-11-05,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130275,20130275,20130275@student.hust.edu.vn,Uông Phát,Đình,1994-11-23,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130276,20130276,20130276@student.hust.edu.vn,Danh Khoa,Mạch,1995-06-04,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130277,20130277,20130277@student.hust.edu.vn,Chiêm Phùng,Lợi,1994-01-17,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130278,20130278,20130278@student.hust.edu.vn,Vi Tôn,Đà,1994-11-19,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130279,20130279,20130279@student.hust.edu.vn,Nhậm Nha,Đảm,1994-08-29,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130280,20130280,20130280@student.hust.edu.vn,Ấu Tắc,Bến,1993-09-28,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130281,20130281,20130281@student.hust.edu.vn,Vương Hiện,Đam,1994-02-25,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130282,20130282,20130282@student.hust.edu.vn,Thân Lạc,Bằng,1995-03-11,Class: CN-Công nghệ chế tạo máy \nInstitute: Viện cơ khí
20130283,20130283,20130283@student.hust.edu.vn,Nhâm Thăng,Đăng,1994-05-19,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130284,20130284,20130284@student.hust.edu.vn,Thi Quỷ,Hiền,1995-01-26,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130285,20130285,20130285@student.hust.edu.vn,Văn Lã,Tượng,1995-12-13,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130286,20130286,20130286@student.hust.edu.vn,Phùng Chỉnh,Điện,1995-09-05,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130287,20130287,20130287@student.hust.edu.vn,Châu Trị,Thất,1993-08-11,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130288,20130288,20130288@student.hust.edu.vn,Tạ Khóa,Chí,1993-11-09,Class: CN-Công nghệ chế tạo máy \nInstitute: Viện cơ khí
20130289,20130289,20130289@student.hust.edu.vn,Ông Thiệu,Nhạn,1993-11-05,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130290,20130290,20130290@student.hust.edu.vn,Hạ Thùy,Hoa,1993-10-16,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130291,20130291,20130291@student.hust.edu.vn,Lạc Quỷ,Nha,1993-12-14,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130292,20130292,20130292@student.hust.edu.vn,Lâm Quý,Nhạn,1994-12-08,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130293,20130293,20130293@student.hust.edu.vn,Đàm Lưu,Phan,1994-09-21,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130294,20130294,20130294@student.hust.edu.vn,Hoa Phú,Trinh,1994-03-22,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130295,20130295,20130295@student.hust.edu.vn,Mạc Phong,Công,1993-12-20,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130296,20130296,20130296@student.hust.edu.vn,Hình Đạm,Hào,1994-09-23,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130297,20130297,20130297@student.hust.edu.vn,Cái Quan,Tùng,1994-12-04,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130298,20130298,20130298@student.hust.edu.vn,Thạch Hoán,Luyến,1994-09-15,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130299,20130299,20130299@student.hust.edu.vn,Phương Duy,Tổ,1993-10-28,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130300,20130300,20130300@student.hust.edu.vn,Mai Huy,Bính,1995-09-03,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130301,20130301,20130301@student.hust.edu.vn,Nhiệm Thánh,Tài,1993-01-14,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130302,20130302,20130302@student.hust.edu.vn,Cự Phạm,Hạo,1994-07-16,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130303,20130303,20130303@student.hust.edu.vn,Đoàn Đằng,Kim,1995-10-13,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130304,20130304,20130304@student.hust.edu.vn,Bạch Tưởng,Văn,1993-05-31,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130305,20130305,20130305@student.hust.edu.vn,Đào Hoàn,Thành,1995-10-07,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130306,20130306,20130306@student.hust.edu.vn,Tiêu Thùy,Kiên,1994-10-01,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130307,20130307,20130307@student.hust.edu.vn,Đan Khải,Tạ,1995-11-12,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130308,20130308,20130308@student.hust.edu.vn,Chế Bé,Phan,1993-02-09,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130309,20130309,20130309@student.hust.edu.vn,Ca Nhạn,Khánh,1994-07-03,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130310,20130310,20130310@student.hust.edu.vn,Cù Hợi,Kha,1994-04-29,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130311,20130311,20130311@student.hust.edu.vn,Cự Điệp,Đằng,1994-07-16,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130312,20130312,20130312@student.hust.edu.vn,Nhiệm Dương,Định,1995-01-07,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130313,20130313,20130313@student.hust.edu.vn,Đàm Chúng,Hoạch,1994-04-11,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130314,20130314,20130314@student.hust.edu.vn,Ma Nguyễn,Tào,1993-05-15,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130315,20130315,20130315@student.hust.edu.vn,Khuất Trúc,Thúy,1994-05-29,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130316,20130316,20130316@student.hust.edu.vn,Lâm Phú,Đằng,1994-10-08,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130317,20130317,20130317@student.hust.edu.vn,Chử Lại,Thành,1993-07-31,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130318,20130318,20130318@student.hust.edu.vn,Đàm Na,Chung,1995-05-16,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130319,20130319,20130319@student.hust.edu.vn,Cung Tôn,Luận,1995-12-07,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130320,20130320,20130320@student.hust.edu.vn,Chiêm Tào,Tuất,1994-02-17,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130321,20130321,20130321@student.hust.edu.vn,Khu Tài,Hàn,1994-05-01,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130322,20130322,20130322@student.hust.edu.vn,Lư Hoàn,Trang,1995-03-03,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130323,20130323,20130323@student.hust.edu.vn,Điền Trâm,Quỷ,1995-01-26,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130324,20130324,20130324@student.hust.edu.vn,Chương Thị,Tôn,1995-04-08,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130325,20130325,20130325@student.hust.edu.vn,Trưng Đoàn,Mến,1993-11-10,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130326,20130326,20130326@student.hust.edu.vn,Hoa Chinh,Phù,1993-07-31,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130327,20130327,20130327@student.hust.edu.vn,Trương Thu,Sơn,1994-12-11,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130328,20130328,20130328@student.hust.edu.vn,Mạc Thao,Mỹ – Mĩ,1995-12-05,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130329,20130329,20130329@student.hust.edu.vn,Thập Thiên,Thể,1994-11-16,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
